"","OxyReq.DO_50.richness","OxyRed.DO_30.richness","OxyReq.DO_30andDO_10.richness","Salinity.B.richness","Salinity.BF.richness","Saprobic.AM.richness","Saprobic.AMorAMPS.richness","Saprobic.AMPS.richness","Trophic.E.richness","Trophic.EorI.richness","prop.spp.Salinity.BF","Amphora.richness","prop.Amphora","cnt.spp.HighMotility","cnt.spp.ModMotility","prop.ind.most.tol","prop.spp.most.tol","cnt.spp.BCG4","prop.spp.BCG4","cnt.spp.BCG5","prop.spp.BCG5","cnt.spp.BCG45","prop.spp.BCG45","cnt.spp.Halo","prop.spp.Halo","shannon","simpson"
"1","-5.45020666666666 7.736695","-2.70860825396825 5.1946","-2.90501333333334 5.95160166666667","-1.17303873015873 4.98214261904762","-3.54092024531024 8.22832333333333","-4.64440888888889 8.84810166666666","-6.33978761904762 11.8931433333333","-2.51938 4.583375","-9.2764 14.85412","-11.2763625396825 15.6620607142857","-0.0818898302136004 0.169427643541422","-1.25456412698412 2.12761916666667","-0.0326656379497228 0.0505240253728684","-5.48886 12.304555","-9.47812000000003 11.4240030952381","-0.111910552773583 0.246087430782861","-0.111910552773583 0.245965229693165","-8.97154 14.9363016666667","-0.169837991428365 0.205601039789497","-4.30067015873016 14.8745157142857","-0.0899779526380942 0.310711063177142","-12.8262219047619 28.4915683333333","-0.22182728218212 0.43479859353348","-4.3586019047619 11.9644573809524","-0.100394411369368 0.231078019813178","-0.807781677939704 0.71371547337685","-0.0275789611554105 0.0221109134605469"
