"","prop.spp.Salinity.F","Rhopalodia.richness","prop.Cocconeis","prop.Eunotia","prop.Rhoicosphenia","prop.ind.least.tol","prop.spp.least.tol","prop.spp.BCG2","prop.spp.BCG12"
"1","-0.0447407631448151 0.0964260732892277","-0.967153333333333 0.9996","-0.0485504274638436 0.0489421152969608","-0.0182812184248939 0.0341391229621359","-0.0295671956679398 0.0358340922619138","-0.146321080246737 0.14310487449441","-0.146203954002976 0.14310487449441","-0.222899915475051 0.183468804250063","-0.223889904959578 0.186423562511856"
