"","Salinity.BF.richness","prop.spp.OrgN.NAHON","prop.spp.Salinity.BF","prop.spp.Trophic.EorI","cnt.spp.ModMotility","prop.spp.most.tol","prop.spp.BCG4","cnt.spp.BCG5","prop.spp.BCG5","cnt.spp.BCG45","prop.spp.BCG45","cnt.spp.Halo","prop.spp.Halo"
"1","-3.93746476190477 -0.396611080765639","-0.423551401452523 30.4808164630487","-0.124081984659703 12.9216849154706","-0.525784674898613 0.0117701936134076","-13.3687435978836 -2.89014913533835","-0.142020721970933 0.725183767702545","-0.364656037448754 0.179762210542551","-4.03113333333333 0.226930999658236","-0.0767770371515327 0.497800002735375","-10.65096 10.9264833333333","-0.485484945701213 0.693128243021015","-4.02799333333334 7.1159046031746","-0.129332630692734 0.368746716358089"
