"","Fragilaria.richness","prop.Fragilaria","prop.ind.least.tol","prop.spp.least.tol","cnt.spp.BCG1","prop.spp.BCG1","cnt.spp.BCG2","prop.spp.BCG2","cnt.spp.BCG3","prop.spp.BCG3","cnt.spp.BCG12","prop.spp.BCG12","cnt.spp.IndicatorClass_TP_low","prop.spp.IndicatorClass_TP_low","cnt.spp.IndicatorClass_Ref","prop.spp.IndicatorClass_Ref","cnt.spp.Heterocy","prop.spp.Heterocy","cnt.spp.ZHR","prop.spp.ZHR","shannon","simpson","richness"
"1","0 0","0 0","0 0.142857142857143","0 0.142857142857143","0 0","0 0","0 5","0 0.376923076923076","0 11","0 0.5","0 5","0 0.384615384615385","0 2","0 0.25","0 3","0 0.3","0 6","0 0.36590909090909","0 9","0 0.5","0.693147180559945 3.55534806148941","0.5 0.971428571428571","2 35"
