"","cnt.spp.IndicatorClass_TP_high","prop.spp.IndicatorClass_DOC_high","prop.spp.Green","prop.spp.BCG3","Type"
"106WER016_9.16.09_1",1.06927820094305,1.15776497046037,0.986446011964504,1.98382572461301,"ref"
"107LLM101_9.13.10_1",1.06008629843438,1.10156776585344,1.98382572461301,0,"ref"
"107PS0021_7.14.14_1",0.808404536634325,1.7860389542747,1.23610167966161,0.557940157070726,"ref"
"107PS0021_9.3.08_1",1.58706057969041,0.492628170219319,1.32510787304297,0.673670447195271,"ref"
"107WER092_8.27.12_1",1.06927820094305,1.12589013187321,1.34734089439054,1.13361469977886,"ref"
"111BBRBCC_9.23.09_1",0.795064723825784,0.678081759758756,0.283403674944716,0.534639100471527,"ref"
"111BGCAER_10.6.09_1",1.07787271551243,0.998408082171932,0.954712679413441,0.530043149217189,"ref"
"111BGCAER_6.11.14_1",1.58706057969041,1.21281554597142,1.32510787304297,0.269468178878108,"ref"
"111CBCAER_8.8.13_1",0.80195865070729,1.1929950552146,1.04342941445283,1.25294256291348,"ref"
"111CBCAER_8.8.13_2",0.530043149217189,1.05835490808868,1.30905506998273,0.63647511960896,"ref"
"111CE0569_5.11.10_1",1.07787271551243,0,1.33659775117882,0,"ref"
"111CE0569_6.15.10_1",1.58706057969041,0.792706243449364,1.32510787304297,0,"ref"
"111CE0569_7.20.10_1",1.06927820094305,0.488393360129962,1.34734089439054,1.98382572461301,"ref"
"111CE0569_9.1.10_1",1.06008629843438,0.95032276367677,1.98382572461301,0,"ref"
"111ERATRC_10.10.12_1",1.07787271551243,1.7860389542747,1.0351095366272,0.697425196338407,"ref"
"111FS0001_7.5.11_1",1.58706057969041,0.878442835800803,1.32510787304297,0,"ref"
"111FS0007_7.11.11_1",1.06927820094305,0.666892456218071,1.34734089439054,0,"ref"
"111FS0008_5.2.12_1",1.06008629843438,0.496587757146746,1.98382572461301,0,"ref"
"111FS0008_6.7.12_1",1.07787271551243,1.53287188824167,0.572827607648064,0.530043149217189,"ref"
"111FS0008_7.19.12_1",1.1902954347678,0.942745280064385,1.16735693577595,0.224556815731757,"ref"
"111FS0008_7.6.11_1",1.06927820094305,0.785891853610144,1.34734089439054,1.32255048307534,"ref"
"111HSCAER_7.26.11_1",1.06008629843438,1.20239776730456,1.66893275245221,0.297021722484181,"ref"
"111HSCAER_7.26.11_2",1.07787271551243,1.770411357606,1.12443937797583,0.294468416231772,"ref"
"111PAL105_7.13.11_1",1.58706057969041,0.878442835800803,1.32510787304297,0.769909082508882,"ref"
"111PS0060_10.7.08_1",1.06927820094305,1.12589013187321,0.797405835455626,0.566807349889431,"ref"
"111PS0110_6.24.09_1",1.06008629843438,1.00073776440233,1.66893275245221,0.891065167452544,"ref"
"111PS0110_6.9.14_1",1.07787271551243,1.98113185462274,1.15181465193751,0.683926644151211,"ref"
"111PS0144_8.18.10_1",1.58706057969041,1.21281554597142,1.13580674832255,0.808404536634325,"ref"
"111PS0160_7.25.11_1",1.06927820094305,1.02389064839429,1.34734089439054,0.793530289845203,"ref"
"111PS0204_8.17.10_1",1.06008629843438,1.04106976498277,1.98382572461301,0,"ref"
"111RSCAER_8.8.11_1",1.07787271551243,1.53287188824167,0.572827607648064,0,"ref"
"111TGCAER_7.24.12_1",1.58706057969041,1.0327687020334,0.946505623602123,0.538936357756217,"ref"
"111TGCAER_8.17.10_1",0.80195865070729,0.785891853610144,1.02654544334517,0.66127524153767,"ref"
"111WE0816_6.12.13_1",1.06008629843438,1.30322776875568,1.03914680813062,0.445532583726273,"ref"
"111WE1050_6.12.13_1",1.07787271551243,1.91014045723207,0.887321196160727,0.623580175549635,"ref"
"111WE1071_7.26.12_1",1.58706057969041,1.31102291539217,0.980924009914928,0.612427679268427,"ref"
"111WER003_6.10.14_1",1.06927820094305,1.24358184357965,1.19928145544653,0.610407915265541,"ref"
"111WER008_7.23.12_1",1.06008629843438,1.14478062361821,1.98382572461301,0.381885071765377,"ref"
"111WER159_10.19.09_1",1.07787271551243,1.17656268419518,1.33659775117882,1.32510787304297,"ref"
"111WER159_5.21.09_1",1.58706057969041,0.792706243449364,0.694104123974891,0.898227262927027,"ref"
"111WER159_6.24.09_1",1.06927820094305,0.488393360129962,1.34734089439054,1.98382572461301,"ref"
"111WER159_8.3.09_1",1.06008629843438,0.95032276367677,1.98382572461301,0.668298875589409,"ref"
"111WER159_9.16.09_1",1.07787271551243,0.28578967407895,1.33659775117882,0,"ref"
"113RG8046_8.19.10_1",1.1902954347678,0.942745280064385,0.496915452391115,0.842088058994089,"ref"
"113RG8046_8.19.10_2",0.80195865070729,0.785891853610144,0.545352266777123,1.32255048307534,"ref"
"114CE0131_7.31.12_1",0.530043149217189,0.885503477029623,0.931183503389779,0.916524172236904,"ref"
"114PS0145_6.20.11_1",1.07787271551243,1.81282911999248,0.972897682830841,0.631003749068082,"ref"
"114WE0614_7.9.12_1",0.396765144922601,0.97275308738739,0.820304873788507,0.808404536634325,"ref"
"114WE0614_7.9.12_2",0.267319550235764,0.904891251002215,0.834068172717954,1.1902954347678,"ref"
"115EBAG01_7.1.10_1",1.06008629843438,1.17719026694178,0.921061943570324,0.668298875589409,"ref"
"201AHO350_6.20.12_1",1.07787271551243,1.17656268419518,1.33659775117882,0,"ref"
"201CHE300_6.18.12_1",1.58706057969041,0.672675014157345,0.946505623602123,0.538936357756217,"ref"
"201LAG335_7.15.09_1",1.06927820094305,0.190894866649779,1.34734089439054,1.32255048307534,"ref"
"201MRS020_9.13.10_1",1.06008629843438,1.04106976498277,1.98382572461301,1.06927820094305,"ref"
"202BUT030_6.29.10_1",1.07787271551243,1.17656268419518,1.33659775117882,0,"ref"
"202BUT040_6.14.11_1",1.58706057969041,0,1.32510787304297,0,"ref"
"202BUT040_6.4.14_1",1.06927820094305,1.23808956370002,1.03937726138699,0.793530289845203,"ref"
"202BUT050_6.16.09_1",1.06008629843438,0,1.98382572461301,0,"ref"
"202BUT480_6.25.12_1",1.07787271551243,0.731176179137064,1.33659775117882,0,"ref"
"202BUT600_6.26.12_1",1.58706057969041,1.0327687020334,0.946505623602123,0,"ref"
"202DRY010_6.5.13_1",1.06927820094305,0,1.34734089439054,0,"ref"
"202PES168_6.6.13_1",1.06008629843438,0,1.98382572461301,0,"ref"
"202R00024_6.6.12_1",1.34734089439054,1.98382572461301,0.381885071765377,1.32510787304297,"ref"
"202R00280_5.22.13_1",1.98382572461301,0.492628170219319,1.32510787304297,0,"ref"
"202SPE090_6.15.09_1",1.06927820094305,0.870891423175909,1.34734089439054,1.13361469977886,"ref"
"204AHOACR_6.2.14_1",0.530043149217189,1.07406867454859,1.46854631562262,0.486035545883207,"ref"
"204ALA500_6.10.13_1",0.269468178878108,1.11293604061545,0.381885071765377,0.567903374161273,"ref"
"204ALA500_6.10.13_2",0.396765144922601,0.830216002603118,0.496915452391115,0.842088058994089,"ref"
"204ARH090_6.2.14_1",0.534639100471527,0.860266476980189,0.785948855061149,1.15723167269092,"ref"
"204IND200_4.13.09_1",1.32510787304297,0,1.98382572461301,0,"ref"
"204IND200_4.29.08_1",1.34734089439054,1.53287188824167,1.33659775117882,0,"ref"
"204IND200_5.25.10_1",1.58706057969041,1.25436481764943,0.888259123688146,1.03641607260811,"ref"
"204IND200_5.25.10_2",1.06927820094305,1.26188944317843,0.834068172717954,1.58706057969041,"ref"
"204IND200_6.11.09_1",0.795064723825784,1.01514205032392,0.769238546278512,0.763770143530754,"ref"
"204R00189_5.6.13_1",1.34734089439054,1.39925593672423,0.859241411472097,1.32510787304297,"ref"
"204SIN300_5.15.12_1",1.58706057969041,1.09278431667941,1.00960599850893,0.449113631463515,"ref"
"204VAL400_5.19.14_1",1.06927820094305,1.14289004578636,0.962386353136101,0.793530289845203,"ref"
"205AAG075_6.12.13_1",1.06008629843438,0,1.98382572461301,0,"ref"
"205AAG375_5.14.14_1",1.07787271551243,1.87645576357221,0.722853885841606,0.7572044988817,"ref"
"205AAG400_6.5.12_1",1.1902954347678,0.878442835800803,1.05467769487094,1.15486362376332,"ref"
"205AAG400_6.5.12_2",0.80195865070729,0.785891853610144,1.02654544334517,1.32255048307534,"ref"
"205COY585_5.28.13_1",1.06008629843438,1.23390714275804,1.27531653725122,0.584761516140733,"ref"
"205COY610_4.15.09_1",1.07787271551243,1.53287188824167,0.954712679413441,0.795064723825784,"ref"
"205COY610_4.15.09_2",1.58706057969041,1.24882491475903,0.870785173713954,1.07787271551243,"ref"
"205COY610_4.30.08_1",1.33659775117882,1.32510787304297,0.997382220522868,1.08208675887982,"ref"
"205COY610_6.3.10_1",0.795064723825784,1.12483622772678,0.893811590210255,1.0281521162914,"ref"
"205COY610_6.8.09_1",0.808404536634325,1.80010379127653,0.572827607648064,0.971745773564848,"ref"
"205COY615_6.3.14_1",0.793530289845203,1.19281034108942,0.62399259630066,0.698621204498799,"ref"
"205COY615_6.3.14_2",0.267319550235764,1.17881439216887,0.657328037425034,1.19778156957766,"ref"
"205COY850_5.21.12_1",1.06008629843438,1.25886256811719,1.07693396478992,0.748494740660138,"ref"
"205COY853_5.29.14_1",0.538936357756217,1.79088889806844,0.711096340528631,0.822480748785294,"ref"
"205COY900_5.16.12_1",1.1902954347678,0.919054905862012,0.627682676704567,0.283650714608536,"ref"
"205COY930_5.7.13_1",1.06927820094305,1.23808956370002,0.962386353136101,1.11094240578328,"ref"
"205CYCAHH_6.10.08_1",1.06008629843438,1.04106976498277,1.13361469977886,1.06927820094305,"ref"
"205CYCBBC_6.28.10_1",1.07787271551243,1.87645576357221,0.722853885841606,0.85185506124191,"ref"
"205LGA700_5.23.12_1",1.58706057969041,0.492628170219319,1.32510787304297,1.34734089439054,"ref"
"205R00021_5.16.12_1",1.33659775117882,1.32510787304297,0.384954541254441,0.66127524153767,"ref"
"205R00182_5.7.13_1",1.32510787304297,0.194097752793395,1.03914680813062,0,"ref"
"205SFC880_6.19.12_1",1.07787271551243,1.17656268419518,0.700122631569857,0.883405248695315,"ref"
"205WUN450_6.11.12_1",1.58706057969041,0.672675014157345,0.946505623602123,0.538936357756217,"ref"
"205WUN550_5.6.13_1",1.33659775117882,0,1.34734089439054,0,"ref"
"206BRC020_6.27.12_1",1.06008629843438,0.496587757146746,1.98382572461301,0,"ref"
"206BRC020_6.27.12_2",1.07787271551243,0.731176179137064,1.33659775117882,0,"ref"
"206HCT020_5.29.12_1",1.1902954347678,0.942745280064385,1.08848146714244,1.01050567079291,"ref"
"206RCCBDC_7.20.10_1",1.06927820094305,0.785891853610144,0.705749992299808,0.66127524153767,"ref"
"206TUL120_6.13.11_1",0.795064723825784,0.95032276367677,1.62957113093211,0.334149437794704,"ref"
"207GVC800_5.23.13_1",1.07787271551243,0.28578967407895,1.33659775117882,0,"ref"
"207SUI290_6.4.12_1",1.1902954347678,0.717686725141851,0.141975843540318,0.673670447195271,"ref"
"207SUI800_5.5.14_1",1.06927820094305,1.02389064839429,1.09070453355425,0.793530289845203,"ref"
"304WDCAH1_6.29.10_1",1.06008629843438,0.496587757146746,0.566807349889431,0,"ref"
"305LGCACR_7.16.08_1",0.538936357756217,1.45999046014125,0.72905331882481,1.20464352094816,"ref"
"305LGCBRC_6.30.10_1",1.58706057969041,0.992758292269392,0.694104123974891,0.598818175284685,"ref"
"305SSCAUC_6.29.10_1",0.80195865070729,0.488393360129962,0.866147717822491,0.991912862306504,"ref"
"305UVCASC_6.29.10_1",1.06008629843438,0.885503477029623,1.98382572461301,1.14565521529613,"ref"
"307CE0094_6.12.12_1",1.07787271551243,1.84464244178235,0.859241411472097,0.883405248695315,"ref"
"307CE0094_6.12.12_2",1.58706057969041,1.11586724538941,1.03387537347309,0.829132858086488,"ref"
"307CMRADC_5.20.14_1",0.80195865070729,1.21861693503586,0.880729329233645,1.20231862097758,"ref"
"307CMRADC_5.20.14_2",0.795064723825784,1.28696486529582,1.52672302308927,0.776089016813506,"ref"
"307CMRADC_6.22.10_1",1.07787271551243,1.68557583283302,0.79104764865685,0.7572044988817,"ref"
"307SCCARR_6.21.10_1",1.58706057969041,0.492628170219319,1.32510787304297,0,"ref"
"308BSU_7.13.10_1",0.80195865070729,0.488393360129962,1.02654544334517,0.66127524153767,"ref"
"308LILPAL_6.20.12_1",1.06008629843438,1.23906322237769,1.72618602011781,0.243017772941603,"ref"
"308LSRASC_6.13.11_1",1.07787271551243,0.998408082171932,1.33659775117882,0.530043149217189,"ref"
"308LSRASC_7.18.11_1",1.1902954347678,0.942745280064385,1.08848146714244,1.01050567079291,"ref"
"308MWCAH1_6.23.10_1",1.06927820094305,0,1.34734089439054,0,"ref"
"308PS0156_6.19.12_1",1.06008629843438,0.799077761500096,1.98382572461301,0.891065167452544,"ref"
"308PWCAH1_6.22.10_1",1.07787271551243,1.770411357606,1.12443937797583,1.17787366492709,"ref"
"308ROCBBQ_6.21.12_1",1.98382572461301,1.33659775117882,1.32510787304297,0,"ref"
"308SAM_6.23.10_1",0.80195865070729,0.934641100350234,0.866147717822491,1.48786929345976,"ref"
"308SANWIL_6.12.12_1",1.06008629843438,0.496587757146746,1.98382572461301,0,"ref"
"308SBCAH1_6.21.10_1",0.808404536634325,1.17656268419518,1.01836019137434,0,"ref"
"308SBCAH1_6.21.10_2",1.58706057969041,1.09278431667941,1.32510787304297,0.449113631463515,"ref"
"309ARCBRC_8.25.08_1",0.80195865070729,1.18255651158372,0.705749992299808,1.91035069777549,"ref"
"309ARSARC_6.23.10_1",1.06008629843438,1.17719026694178,1.98382572461301,0.668298875589409,"ref"
"309CAW126_5.21.14_1",0.808404536634325,1.8718001555054,0.917455599241209,0.775672901293447,"ref"
"309NAF_5.24.12_1",1.58706057969041,1.09278431667941,1.32510787304297,1.34734089439054,"ref"
"309PS0116_6.16.11_1",1.06927820094305,1.27588937228338,0.781231274898717,1.63373883203424,"ref"
"309PS0116_6.16.11_2",1.06008629843438,1.22256376759478,1.41701837472358,1.33659775117882,"ref"
"309WLCATC_6.22.10_1",1.34734089439054,1.62194918925329,1.01836019137434,0.883405248695315,"ref"
"310COO_6.24.10_1",1.58706057969041,0.492628170219319,1.32510787304297,1.34734089439054,"ref"
"310LPCBPC_6.9.09_1",1.06927820094305,1.08339034709032,1.02654544334517,1.98382572461301,"ref"
"312DAVDAV_6.7.12_1",1.06008629843438,1.17719026694178,1.98382572461301,0.668298875589409,"ref"
"312MZCDBC_5.13.14_1",0.538936357756217,1.707600440226,0.712362537716183,0.662553936521487,"ref"
"312MZCDBC_6.14.10_1",1.58706057969041,1.0327687020334,1.32510787304297,0,"ref"
"312PS0099_6.14.10_1",1.06927820094305,1.08339034709032,1.02654544334517,0.66127524153767,"ref"
"312PS0099_6.14.10_2",1.06008629843438,1.17719026694178,0.921061943570324,1.00244831338411,"ref"
"312RYCALR_6.16.10_1",1.07787271551243,1.39925593672423,0.859241411472097,0.99383090478223,"ref"
"315CHCALS_6.15.10_1",1.1902954347678,0.0425110603742521,0.851855061241912,0,"ref"
"402BA0095_5.29.08_1",0.80195865070729,0.84539155230618,0.76990908250888,1.98382572461301,"ref"
"402BA0287_6.9.08_1",1.06008629843438,1.16206576672412,1.03914680813062,1.06927820094305,"ref"
"402BA0287_6.9.08_2",0.808404536634325,1.24508368497335,0.602203382399247,0.611588249096758,"ref"
"402M00005_6.11.15_1",1.58706057969041,1.19281034108942,0.694104123974891,0.698621204498799,"ref"
"402M00009_6.29.15_1",1.33659775117882,1.32510787304297,1.34734089439054,0.793530289845203,"ref"
"402MTCUNF_6.5.12_1",0.795064723825784,0.194097752793395,1.03914680813062,0,"ref"
"402PS0048_5.21.08_1",0.808404536634325,1.62194918925329,0.381885071765377,0.662553936521487,"ref"
"403BA0015_5.19.08_1",1.58706057969041,1.13565261285513,0.423673945802856,0.641590902090734,"ref"
"403BA0064_5.12.08_1",0.534639100471527,0.785891853610144,0.545352266777123,0,"ref"
"403BA0064_6.18.14_1",0.795064723825784,1.01514205032392,1.57896333183484,0.763770143530754,"ref"
"403BA0140_5.21.08_1",1.07787271551243,1.87645576357221,0.79104764865685,0.7572044988817,"ref"
"403BA0171_5.19.08_1",1.58706057969041,1.09278431667941,0.536353186707869,0.673670447195271,"ref"
"403BA0960_5.21.08_1",1.06927820094305,1.06589043570914,0.441565503203622,1.40034757031506,"ref"
"403LNCASC_6.15.10_1",1.06008629843438,1.30322776875568,1.35403978029142,0.891065167452544,"ref"
"403S00064_6.2.10_1",1.07787271551243,1.73329581551782,0.620563241618736,0.662553936521487,"ref"
"403S00875_6.24.10_1",1.58706057969041,1.20333939629048,0.727314847610052,0.567301429217071,"ref"
"403S00960_6.2.10_1",1.06927820094305,1.25338948622186,0.934889600189357,1.41701837472358,"ref"
"403S01536_7.12.11_1",1.06008629843438,0,1.03914680813062,0,"ref"
"403S01536_7.12.11_2",1.07787271551243,0.0630964215498932,0.859241411472097,0,"ref"
"403S01883_6.21.10_1",1.58706057969041,0.878442835800803,1.05467769487094,1.34734089439054,"ref"
"403S03643_6.24.10_1",0.534639100471527,0.870891423175909,0.659922070721898,1.98382572461301,"ref"
"403S03643_6.24.10_2",0.795064723825784,0.859575762370765,1.41701837472358,1.33659775117882,"ref"
"403S06315_6.27.12_1",1.07787271551243,1.95598906804687,0.700122631569857,0.772979592608402,"ref"
"403STC064_6.8.11_1",1.58706057969041,1.09278431667941,1.16735693577595,0.898227262927027,"ref"
"403STC086_6.21.11_1",0.80195865070729,1.13748098226854,0.997382220522868,1.62313013831973,"ref"
"403STC086_6.21.11_2",0.795064723825784,1.19464161334678,1.22081583053108,1.13096732792054,"ref"
"403WE0501_5.14.13_1",0.808404536634325,1.11293604061545,0.927435174287344,0.7572044988817,"ref"
"403WE0540_5.14.14_1",1.58706057969041,1.23629991691986,1.24280303620801,0.702960466638543,"ref"
"403WE0540_5.16.13_1",1.33659775117882,1.32510787304297,1.34734089439054,0,"ref"
"403WE0683_5.15.13_1",1.32510787304297,1.34734089439054,1.98382572461301,0,"ref"
"403WE1027_5.14.14_1",1.07787271551243,1.80010379127653,1.33659775117882,0.265021574608595,"ref"
"403WE1027_5.30.13_1",1.58706057969041,0.492628170219319,1.32510787304297,0,"ref"
"405BRCAMS_6.7.11_1",1.06927820094305,1.26188944317843,0.962386353136101,0.264510096615067,"ref"
"405BRCASG_5.7.14_1",0.265021574608595,1.06375651530928,0.921061943570324,0.584761516140733,"ref"
"405BRCSGR_5.28.08_1",1.07787271551243,1.47348702090059,1.12443937797583,0.883405248695315,"ref"
"405SGRAAG_5.28.08_1",1.58706057969041,0.878442835800803,1.32510787304297,0,"ref"
"405WER318_3.27.09_1",0.80195865070729,0.666892456218071,0.57743181188166,0.793530289845203,"ref"
"405WER318_4.30.09_1",0.795064723825784,1.01514205032392,0.971669742667595,0.763770143530754,"ref"
"405WER318_6.2.09_1",0.808404536634325,1.06521605793065,0.859241411472097,0.99383090478223,"ref"
"405WER318_7.7.09_1",1.1902954347678,0.717686725141851,0.851855061241912,0.673670447195271,"ref"
"405WER318_8.18.09_1",0.80195865070729,0.99839077752456,0.934889600189357,0.850211024834145,"ref"
"504DCFRxx_7.27.10_1",0.795064723825784,1.19464161334678,1.11181441709081,0.616891269774839,"ref"
"504PS0227_8.12.09_1",0.538936357756217,1.770411357606,0.700122631569857,0.883405248695315,"ref"
"504WE0527_7.2.13_1",0.396765144922601,1.19281034108942,0.904438706997586,0.538936357756217,"ref"
"504WE0527_7.2.13_2",0.267319550235764,1.18255651158372,0.962386353136101,0.793530289845203,"ref"
"505BMCMCR_8.4.10_1",1.06008629843438,1.14478062361821,1.57896333183484,0.381885071765377,"ref"
"505BMCMCR_8.4.10_2",1.07787271551243,1.68557583283302,1.06382269991783,0.37860224944085,"ref"
"505LBCAMR_8.7.13_1",1.58706057969041,0.492628170219319,1.32510787304297,0,"ref"
"505PS0110_8.3.10_1",1.33659775117882,1.32510787304297,1.34734089439054,0.991912862306504,"ref"
"505PS0110_9.16.10_1",1.06008629843438,1.17719026694178,1.27531653725122,0.668298875589409,"ref"
"505PS0174_9.27.11_1",1.07787271551243,1.84464244178235,1.01836019137434,0.883405248695315,"ref"
"506PS0062_9.15.08_1",1.58706057969041,1.0327687020334,1.32510787304297,1.34734089439054,"ref"
"507MZCAML_7.17.12_1",1.33659775117882,1.32510787304297,1.34734089439054,0,"ref"
"507MZCAML_7.17.12_2",1.06008629843438,1.14478062361821,1.57896333183484,0,"ref"
"509ACNFPP_7.30.08_1",1.07787271551243,1.65620968964238,0.895961129911075,0.815450998795677,"ref"
"509ACNFPP_9.16.08_1",1.1902954347678,1.0327687020334,0.694104123974891,1.25751816809784,"ref"
"509ACNFPP_9.25.14_1",1.06927820094305,1.17088990399626,1.34734089439054,0.466782523438353,"ref"
"509ACSFPP_7.16.08_1",1.06008629843438,1.04106976498277,1.41701837472358,1.33659775117882,"ref"
"509ATCINC_7.14.08_1",1.07787271551243,1.39925593672423,1.09791958132546,1.32510787304297,"ref"
"509BSCADC_8.31.11_1",1.58706057969041,1.19281034108942,1.21994058153163,0.898227262927027,"ref"
"509CBCADC_8.24.10_1",1.06927820094305,1.23213959383042,1.02654544334517,1.32255048307534,"ref"
"509CTCADC_7.10.12_1",1.06008629843438,0.95032276367677,1.98382572461301,0.668298875589409,"ref"
"509CWCPLR_7.7.08_1",0.538936357756217,1.24508368497335,1.04284000366699,0.815450998795677,"ref"
"509FCA054_8.27.13_1",1.1902954347678,1.15279993132542,1.19890712322936,0.898227262927027,"ref"
"509ICPPCX_7.30.08_1",0.534639100471527,0.785891853610144,0.705749992299808,1.65318810384417,"ref"
