"","cnt.spp.IndicatorClass_TP_high","prop.spp.IndicatorClass_DOC_high","prop.spp.Green","prop.spp.BCG3","Type"
"000CAT148_8.10.10_1",1.06927820094305,0.488393360129962,1.34734089439054,1.98382572461301,"ref"
"000CAT228_8.10.10_1",1.06008629843438,0.496587757146746,1.98382572461301,1.33659775117882,"ref"
"102PS0177_8.28.12_1",1.07787271551243,1.73329581551782,1.09791958132546,0.662553936521487,"ref"
"102PS0177_8.28.12_2",1.58706057969041,1.19281034108942,0.694104123974891,0.299409087642342,"ref"
"103CDCHHR_9.14.10_1",1.06927820094305,0,1.34734089439054,0,"ref"
"103CDCHHR_9.14.10_2",1.06008629843438,0,1.98382572461301,0,"ref"
"103KLCMSR_9.14.10_1",1.07787271551243,1.62194918925329,1.01836019137434,0.441702624347659,"ref"
"103STCNSR_8.9.11_1",1.98382572461301,1.33659775117882,1.32510787304297,0,"ref"
"103WER026_8.15.12_1",1.06927820094305,1.2023897444824,1.15486362376332,1.1902954347678,"ref"
"103WER026_8.15.12_2",1.06008629843438,1.24623689837026,1.36773077908102,0.813581239847977,"ref"
"103WER029_7.16.14_1",1.07787271551243,1.68557583283302,1.33659775117882,0.567903374161273,"ref"
"103WER030_8.10.11_1",1.58706057969041,0.492628170219319,1.32510787304297,0,"ref"
"105BVCAGC_9.21.10_1",1.06927820094305,1.2023897444824,1.34734089439054,1.98382572461301,"ref"
"105CE0329_7.23.14_1",1.06008629843438,1.29729659219973,1.81711768052788,0.471740382768994,"ref"
"105CLCATC_8.10.10_1",0.538936357756217,1.56627587612103,0.381885071765377,0.828192420651858,"ref"
"105DLCDCC_10.20.09_1",1.58706057969041,0.878442835800803,1.32510787304297,1.34734089439054,"ref"
"105DLCDCC_5.19.09_1",1.06927820094305,0.190894866649779,1.34734089439054,0,"ref"
"105DLCDCC_6.23.09_1",1.06008629843438,0.885503477029623,1.98382572461301,1.33659775117882,"ref"
"105DLCDCC_8.5.09_1",1.07787271551243,1.2656399852068,0.954712679413441,0.795064723825784,"ref"
"105DLCDCC_9.15.09_1",1.1902954347678,0.717686725141851,1.08848146714244,1.34734089439054,"ref"
"105FCA116_7.16.13_1",1.06927820094305,0.785891853610144,1.34734089439054,0,"ref"
"105FS0416_9.24.13_1",0.795064723825784,0.799077761500096,1.35403978029142,0,"ref"
"105FS0425_8.10.11_1",1.07787271551243,1.80010379127653,0.668298875589409,0.662553936521487,"ref"
"105FS0428_8.3.11_1",1.58706057969041,1.13565261285513,1.32510787304297,0.769909082508882,"ref"
"105NWC151_6.26.13_1",1.06927820094305,1.13297342933702,0.759215900807368,1.43276302333162,"ref"
"105PS0043_9.17.08_1",1.06008629843438,0.95032276367677,1.62957113093211,1.33659775117882,"ref"
"105PS0083_9.8.09_1",1.07787271551243,1.62194918925329,1.17747897127658,1.10425656086915,"ref"
"105PS0090_8.25.09_1",1.1902954347678,0.792706243449364,0.904438706997586,0.598818175284685,"ref"
"105PS0090_8.7.12_1",1.06927820094305,1.12589013187321,0.797405835455626,1.13361469977886,"ref"
"105PS0097_7.22.14_1",1.06008629843438,1.19053541419267,1.81711768052788,0.314493588512662,"ref"
"105PS0097_9.8.09_1",1.07787271551243,1.62194918925329,1.01836019137434,0.662553936521487,"ref"
"105PS0097_9.8.09_2",1.58706057969041,1.0327687020334,1.32510787304297,1.07787271551243,"ref"
"105PS0154_8.9.11_1",1.06927820094305,1.2023897444824,0.76990908250888,1.1902954347678,"ref"
"105PS0154_8.9.11_2",1.06008629843438,1.25281276803012,1.27531653725122,0.891065167452544,"ref"
"105PS0193_8.29.12_1",0.808404536634325,1.53287188824167,0.954712679413441,0.530043149217189,"ref"
"105PS0195_8.7.12_1",1.58706057969041,1.0327687020334,1.13580674832255,0.808404536634325,"ref"
"105PS0259_9.17.13_1",1.06927820094305,1.15776497046037,1.34734089439054,0.991912862306504,"ref"
"105PS0267_7.21.14_1",1.06008629843438,1.17719026694178,1.62957113093211,1.00244831338411,"ref"
"105PS0468_9.1.09_1",1.07787271551243,1.87645576357221,0.609197614482862,0.883405248695315,"ref"
"105PS0540_9.15.10_1",1.58706057969041,0.492628170219319,1.32510787304297,0,"ref"
"105PS0660_8.3.10_1",0.80195865070729,1.22788961535213,0.412451294201185,1.47369910971252,"ref"
"105PS0660_8.3.10_2",0.795064723825784,1.19663605293593,0.68826606772288,0.992901186589978,"ref"
"105PS1492_8.6.14_1",1.07787271551243,1.98382572461301,0.889710965070399,0.620263259722242,"ref"
"105TMCACC_8.10.10_1",1.58706057969041,1.16780383498692,1.32510787304297,1.01050567079291,"ref"
"105WE0598_7.24.14_1",1.06927820094305,1.2023897444824,1.15486362376332,1.1902954347678,"ref"
"105WLC135_6.26.13_1",0.530043149217189,1.15879560451489,0.681700731623775,0.650236743816721,"ref"
"105WLCABC_8.3.11_1",1.07787271551243,1.39925593672423,1.33659775117882,0.331276968260743,"ref"
"106FS0040_8.30.11_1",1.58706057969041,0.792706243449364,1.32510787304297,0,"ref"
"106MNCAHC_10.1.08_1",1.06927820094305,0.488393360129962,1.34734089439054,0,"ref"
"106MNCAHC_10.1.08_2",1.06008629843438,0.496587757146746,1.98382572461301,0,"ref"
"106PS0115_9.21.10_1",1.07787271551243,1.80010379127653,1.14565521529613,0.530043149217189,"ref"
"106PS0124_8.16.10_1",1.58706057969041,1.19281034108942,1.11477329002028,0.898227262927027,"ref"
"106PS0166_8.2.11_1",1.06927820094305,0.934641100350234,1.34734089439054,0.991912862306504,"ref"
"106WE0505_7.21.14_1",1.06008629843438,1.25886256811719,1.87046425463512,0.534639100471527,"ref"
"106WE1079_8.8.12_1",1.07787271551243,1.86177269197689,0.749082256155161,0.611588249096758,"ref"
"106WER011_9.11.13_1",1.58706057969041,1.25436481764943,1.03387537347309,0.829132858086488,"ref"
"106WER016_10.20.09_1",1.06927820094305,1.02389064839429,1.34734089439054,1.98382572461301,"ref"
"106WER016_5.18.09_1",1.06008629843438,1.12483622772678,1.32981724397136,1.0281521162914,"ref"
"106WER016_6.22.09_1",1.07787271551243,1.17656268419518,1.33659775117882,0.883405248695315,"ref"
"106WER016_8.4.09_1",1.58706057969041,0.672675014157345,1.32510787304297,0.538936357756217,"ref"
